10.264,35.525,23.479,5.9536,41.594,12.563,73.281,124.21,68.753,41,60,46,45,68.346,83,40.548,96,59.284,99.222,77.309,249.84,249.84,249.84,818.44,818.44,818.44,295.15,241.04,284.7,133.1,235.78,380.13,1
16.514,38.047,22.531,8.1953,42.298,11.083,29,32,63.687,37.742,55.418,106.55,68.075,58,69,56,51,54,75,131,50.961,50.961,50.961,236,236,236,151.23,250.06,299.59,319.19,237.35,424.26,1
9.5144,37.909,18.635,9.2762,39.929,6.0005,36,22,60.216,53,54.641,90.429,60.968,33.407,38,32,33.835,34,38,81.065,166.32,166.32,166.32,356.37,356.37,356.37,144.75,230.47,318.22,327.51,219.68,403.32,1
21.902,28.406,10.285,30.775,24.868,3.0958,39,46,47,39,54,48,34.498,37,38,37,46,43,43,39,242.69,242.69,242.69,701.37,701.37,701.37,130.26,179.23,353.57,336.17,164.82,358.22,1
34.137,22.591,6.2178,39.853,19.646,2.5933,35,45,30,32,34,38.014,85,109.44,42,51,46,43,58,43,225.29,225.29,225.29,396.69,396.69,396.69,121.02,155.64,377.56,342.39,144.66,338.1,1
34.8,23.208,6.4473,40.584,20.084,2.1759,22,43,33,30,27,31,22,95.46,40,40,46,44,48,29,292,292,292,846.51,846.51,846.51,123.55,154.62,388.11,334.84,145.13,332.63,1
33.111,23.677,6.833,40.429,20.119,1.2783,38,40,39,32,26,36,73,136,76,56,57,51,44,49,353.42,353.42,353.42,1161,1161,1161,122.77,157.6,399.85,335.95,144.57,332.09,1
29.006,25.603,7.1074,30.777,25.405,3.9609,36,34,40,42,43,31.867,42,128.88,49,48,52,44,64,50,257.31,257.31,257.31,496.06,496.06,496.06,124.93,167.93,398.85,330.88,165.52,343.59,1
36.179,23.577,6.6357,38.72,21.888,1.8013,36,44,36,42,43,37,41,50,52,40,45,49,52,35,359.81,359.81,359.81,417.38,417.38,417.38,124.17,153.19,420.06,339.03,148.19,324.14,1
38.665,22.442,4.3804,39.839,21.138,1.0724,25,38,40,37,44,41,58.562,202.86,75,57,56,41,51,50,346.41,346.41,346.41,441.45,441.45,441.45,118.02,147.96,159.35,342.83,146.07,302.44,1
38.032,22.566,4.0869,39.68,21.398,1.5352,46,46,30,27,41,50,66,236.23,34.114,52,47,57,41,35,330.38,330.38,330.38,430.51,430.51,430.51,115.53,149.16,135.43,337.43,147,300.82,1
35.544,25.394,5.7275,37.99,23.655,2.8096,34,45,44,37,36,51.958,76.261,281.73,57,58,37,57,48,32,206.82,206.82,206.82,300.83,300.83,300.83,120.99,154.88,72.935,332.62,151.52,287.78,1
27.153,28.636,7.6768,31.38,26.548,2.7096,51,50,43,50,57,78,95,91.68,56,54,47,51,48,62,352.25,352.25,352.25,556.18,556.18,556.18,124.54,172.12,135.18,335.05,163.45,304.91,1
38.833,21.821,2.6646,40.801,19.427,0.832,30,38,37,20,35,26,20,100.27,54,42,49,52,58,44,278.75,278.75,278.75,192.82,192.82,192.82,114.18,147.55,37.525,342.14,143.77,290.29,1
29.426,26.523,7.1357,32.963,24.209,3.4657,22,28,42,22,43,37.355,44.167,249.94,42,41,42,37,50,40,358.25,358.25,358.25,529.91,529.91,529.91,122.66,168.04,93.286,335.41,161.67,289.61,1
35.875,24.302,5.0303,38.252,22.606,1.7897,45,37,46,37,51,37,46,252.47,77,41,37,49,54,45,399.69,399.69,399.69,288.76,288.76,288.76,118.94,153.98,52.937,336.1,150.13,286.28,1
37.18,24.429,4.874,39.288,22.075,1.4175,39,44.836,49,32,28,36.661,114.31,327.22,60,49,42,45,45,34,286.56,286.56,286.56,413.74,413.74,413.74,120.13,152.9,71.843,334.9,149,279.85,1
35.634,24.485,4.8652,38.709,22.25,2.108,38,47,30,32,31,35.109,40.201,171.26,45,44,47,55,44,51,304.5,304.5,304.5,312.47,312.47,312.47,118.97,155.19,79.957,346.14,151.02,263.19,1
37.887,23.372,4.1553,39.711,21.292,1.3561,26,29,37,33,48,35,57.14,152.56,57,39,36,60,36,39,550.23,550.23,550.23,1060.7,1060.7,1060.7,117.5,150.35,86.767,336.97,147.37,263.16,1
38.631,22.02,4.2378,39.812,20.77,1.4438,29,55,37,36,40,29.924,66.551,250.49,45,41,50,57,50,32,508.94,508.94,508.94,425.19,425.19,425.19,118.33,147.84,93.103,335.59,146.27,258.21,1
24.847,25.425,6.8833,41.521,13.653,7.9746,206.13,134.9,109,71,125,98.326,68,36,44,35,58.023,37,63.432,36,384.88,384.88,384.88,110.92,110.92,110.92,331.05,178.98,194.24,146.3,137.8,283.69,2
39.404,20.41,0.90479,18.434,25.49,7.0903,28,43,40,34,39,30,25,166.63,160.41,72.002,66.325,101,53.568,45,99.577,99.577,99.577,586.48,586.48,586.48,111.94,146.71,66.762,324.34,187.95,40.05,2
40.161,18.862,0.6445,30.542,23.754,6.1514,25,37,43,29,40,43,32,54,62,45,44,50,42,51,150.61,150.61,150.61,620.33,620.33,620.33,108.1,143.85,78.604,326.57,163.97,39.355,2
40.196,18.738,0.60547,40.159,19.899,1.7803,35,35,24.048,32,36,26,32,44,44,48,52,48,45,45,138.51,138.51,138.51,572.99,572.99,572.99,110.9,143.78,85.619,335.09,145.8,33.988,2
40.173,18.539,0.69678,35.476,20.659,3.0684,25,45,59,46,34,23.333,37,38,43,58,41,52,61,52,213.31,213.31,213.31,912.99,912.99,912.99,111.46,143.57,89.722,330.89,154.79,29.184,2
40.188,0,1.2964,23.317,27.137,14.405,0,0,0,0,0,0,0,183.03,131.92,284.66,203.81,323.16,51,32,177.19,177.19,177.19,1468.1,1468.1,1468.1,113.12,142.06,89.653,303.8,183.85,25.183,2
40.536,17.765,0.18981,32.042,22.777,4.0454,33,41,44,37,29,25,35,42.604,58,39,39,43,36,48,67.927,67.927,67.927,743.5,743.5,743.5,108.65,142.33,319.74,330.49,162.87,14.764,2
40.617,17.593,0.51555,20.969,24.748,7.0068,40,27,41,25,40,34,32,100.35,121.35,48.145,39.551,48.714,66.186,44,103.25,103.25,103.25,882.07,882.07,882.07,107.9,142,327.44,323.04,182.63,10.333,2
40.708,17.368,0.21582,15.106,33.43,14.377,42,42,53,28,39,37,27,107.49,119.79,62.502,48.091,99.577,45,38,79.166,79.166,79.166,726.4,726.4,726.4,109.02,141.42,334.25,309.03,221.96,314.31,2
40.771,17.308,0.36279,18.021,28.32,6.2334,27,35,42,36,35,38,38,98.543,97.589,67,52,86,54,38,109.1,109.1,109.1,826.43,826.43,826.43,109.64,141.24,342.79,329.31,188.25,267.6,2
40.21,0,0.57129,18.813,29.155,6.4766,0,0,0,0,0,0,0,66.126,112.28,35,34,54.561,34.821,25,0,0,0,539.62,539.62,539.62,108.48,142.04,342.95,327.02,188.96,441.27,2
40.21,0,0.57129,21.765,30.06,7.7861,0,0,0,0,0,0,0,79.73,108.93,71.831,43.935,58,39,30,0,0,0,1105.4,1105.4,1105.4,108.48,142.04,342.95,327.02,186.75,374.75,2
40.985,16.684,2.0063,21.241,25.329,6.3608,47,39,49,41,41,33,37,93.243,167.83,58.874,54,70.911,72,56,100.57,100.57,100.57,815.6,815.6,815.6,116.39,140.23,309.79,327.35,182.37,427.06,2
40.904,16.793,1.8403,26.552,24.237,3.7588,49,47,42,43,33,35,28,106,81,65,45,64,30,43,61.494,61.494,61.494,659.67,659.67,659.67,115.39,140.5,319.55,331.02,170.76,422.51,2
40.79,17.273,1.7056,26.229,24.679,5.7783,37,36,28,38,39,41,31,50,36.431,35,34,75.951,47,60,122.97,122.97,122.97,674.49,674.49,674.49,115.16,141.18,326.91,329.44,173.06,416.7,2
40.696,17.377,1.9731,17.999,27.464,8.895,36,43,39,27,36,39,39,100.57,149.1,50.298,49.129,84.491,67,34,98.134,98.134,98.134,605.82,605.82,605.82,116.61,141.59,333.35,320.81,188.95,413.16,2
40.935,0,1.582,18.623,29.236,12.548,0,45,0,0,0,0,0,78.27,157.23,55.063,49,51.296,35,40.005,0,0,0,635,635,635,117.01,141.5,332.68,318.26,204.79,398.7,2
41.033,16.52,2.9619,17.033,31.746,10.542,40,43,36,37,36,29,31,65.977,95,74,80.169,92,71,52,133.68,133.68,133.68,579.19,579.19,579.19,119.78,139.94,293.02,319.23,210.95,397.26,2
40.688,17.462,2.6968,27.25,25.165,4.2827,35,37,45,33,37,38,28,78.465,80.421,46,57,49.693,43,43,197.92,197.92,197.92,853.01,853.01,853.01,118.87,141.51,304.37,332.48,173.02,392.72,2
41.037,15.961,2.1855,15.843,34.498,10.847,31,33,41,33,43,40,43,128,169.61,89,64,62.991,49,57,63.438,63.438,63.438,698.19,698.19,698.19,117.64,138.97,311.68,317.41,215.9,382.57,2
37.6,26.17,2.5884,36.247,26.823,7.5254,324.1,160.81,84.212,48.013,202.69,110.1,144.4,293.37,210.37,131.73,186.09,101.37,245,262.12,293.19,293.19,293.19,344.44,344.44,344.44,333.02,155.73,157.55,130.61,158.17,320.66,3
36.151,23.612,3.9272,39.256,19.585,1.9609,52.496,73.279,41,35.892,41.556,120.87,166.28,292.32,164,95,60,74,57.815,104,249.65,249.65,249.65,371.86,371.86,371.86,120.1,154.37,298.01,333.61,146.47,182.03,3
37.935,22.486,2.4951,40.428,18.841,1.3628,43,40,42,28,47,52,27,44,34,50,54,44,54,44,134.16,134.16,134.16,274.64,274.64,274.64,117.23,150.93,311.2,334.12,143.22,183.38,3
39.136,20.68,2.6064,41.388,16.979,0.93994,38,39,43,39,36,31,19.242,55,46,63,50,49,47,44,200.44,200.44,200.44,185.49,185.49,185.49,117.41,147.56,311.28,336.53,139.98,174.31,3
40.364,18.797,2.5728,41.67,16.644,0.45703,36,41,36,35,34,32,20,36,56,46,51,45,47,42,142.91,142.91,142.91,298.13,298.13,298.13,118.23,143.23,321.93,338.63,138.78,168.96,3
37.398,23.287,3.3477,39.861,19.631,1.1279,37,74,38.792,40,41,42,32,34,58,50,59,47,43,36,209.12,209.12,209.12,206.6,206.6,206.6,119.07,152.23,332.37,335.52,145.01,166.36,3
39.308,19.876,2.5376,41.371,16.835,0.79577,30.029,73.69,60,49,26,32,29.723,41,37,38,46,40,40,40,170.82,170.82,170.82,245.59,245.59,245.59,117.65,146,335.64,339.24,139.96,155.38,3
40.084,19.33,1.1382,41.677,16.879,0.98389,28,54.58,43,42,38,37,28,41,46,52,41,42,48,47,281.43,281.43,281.43,130.3,130.3,130.3,112.76,144.04,357.06,335.34,139.25,154.92,3
38.935,21.418,2.3965,40.944,18.279,0.69678,44,40,33,36.769,27,39,36,33,42,51,48,44,46,46,240.22,240.22,240.22,209.96,209.96,209.96,116.67,147.99,369.25,336.73,141.6,142.17,3
36.261,24.045,3.7588,39.352,19.688,1.2441,71.137,83.518,76,48,26,27.644,67.104,37.06,58,63,100,69,77,43,336.69,336.69,336.69,174.2,174.2,174.2,120.57,154.68,370.53,335.63,146.04,143.44,3
35.125,25.563,3.0557,37.403,22.144,2.2686,68,52,54,27.653,29,43,85,62,30.281,57,42,71,47,33,380.56,380.56,380.56,207.94,207.94,207.94,118.05,157.63,376.87,332.92,150.74,135.94,3
37.96,21.098,4.3818,39.871,18.042,2.0376,20.416,56.829,34,29,27,40.79,74.335,82.706,85,63,48,52,35.367,41,500.98,500.98,500.98,372.91,372.91,372.91,123.19,149.1,394.67,333,143.1,129.29,3
36.112,24.133,3.7778,38.554,20.657,1.6665,62,76.531,81,66,85,110,71,59.402,83,57,47,62,62.965,36,418.14,418.14,418.14,292.66,292.66,292.66,120.25,154.92,403.45,334.19,147.84,117.14,3
37.455,22.581,3.0898,39.936,18.989,1.3765,29.981,78.108,58,40,47,43.107,65.508,94,49,46,27,48,51,41,338.34,338.34,338.34,363.01,363.01,363.01,118.34,151.67,413.35,334.02,143.67,115.83,3
36.774,23.498,3.4658,39.611,19.045,1.7949,43.924,66.591,36,39,37,46,24,56,44,47,44,45,57,43,193.96,193.96,193.96,267.95,267.95,267.95,119.56,153.61,427.19,333.4,145.03,106.2,3
37.423,22.536,3.4194,39.965,18.527,1.1693,57.289,106.65,33.437,49,40,32.338,36,45.442,52.351,48,57,61,75,58,714.93,714.93,714.93,470.73,470.73,470.73,119.97,151.81,433.21,338.56,144.16,94.455,3
39.19,20.523,3.4766,41.147,17.62,0.94872,32,25.051,39,31,34,35,33,42,50,47,34,44,48,46,407.9,407.9,407.9,536.55,536.55,536.55,120.32,146.97,441.28,335.41,140.84,91.385,3
37.768,22.614,3.8184,39.916,19.596,1.6183,48.747,64.937,40,57,48,43,49.689,89,42.916,31,47,52,41.035,36.032,608.89,608.89,608.89,734.29,734.29,734.29,121.36,150.72,182.1,334.84,144.15,87.817,3
38.35,22.283,2.3511,40.621,17.937,1.9209,54.585,171.4,75.803,42.194,33,60,55.839,48,77,61,48,49,60,58,643.88,643.88,643.88,410.37,410.37,410.37,116.66,150.62,14.527,332.18,142.54,82.477,3
37.038,23.861,3.1299,39.407,19.335,3.2388,91,219,71,52,34,40.358,93.06,85.152,52,46,58,76.278,123,90,552.35,552.35,552.35,469,469,469,118.07,153.65,23.193,326.82,144.95,83.877,3
20.807,37.254,14.947,41.858,13.885,4.2354,256.74,182.62,81.275,128,171.72,81.064,99.503,43,36,38,44,27,37.041,32.3,201.54,201.54,201.54,63.944,63.944,63.944,309.13,259.05,269.4,128.18,136.02,344.02,4
40.666,17.473,1.5693,18.537,27.957,10.091,40,34,44,32,36,27,44,76,49,35,31,38,42,51,90.56,90.56,90.56,392.2,392.2,392.2,114.63,141.79,290.3,319.68,186.88,373.73,4
40.789,17.098,1.9097,31.463,21.048,5.0142,42,33,35,35,29,25,38,41.063,60,51,54,56,47,50,123.46,123.46,123.46,471.29,471.29,471.29,115.92,141.03,296.3,332.43,161.74,346.06,4
40.851,16.899,1.4009,36.058,19.551,6.1411,38,30,42,34,37,40,35,63,56,48,48,41,39,33,94.697,94.697,94.697,243.12,243.12,243.12,113.69,140.67,306.06,326.63,150.57,335.13,4
41.045,0,1.4282,25.623,24.233,9.916,0,0,0,0,45,0,0,74,54,40,45,48,35,40,84.375,84.375,84.375,320.71,320.71,320.71,113.92,140.19,309.22,320.38,172.48,338.93,4
41.045,0,1.4282,19.373,27.771,10.31,0,0,0,0,45,0,0,104.15,71,56,70,49,38,43,84.375,84.375,84.375,734.07,734.07,734.07,113.92,140.19,309.22,320.93,199.07,359.37,4
41.045,0,1.4282,12.944,33.927,16.71,0,0,0,0,45,0,0,54,78,81,70,50,52,39,84.375,84.375,84.375,347.94,347.94,347.94,113.92,140.19,309.22,306.46,229.7,369.66,4
41.045,0,1.4282,30.422,21.575,8.4727,0,0,0,0,45,0,0,45,46,54,44,53,40,38,84.375,84.375,84.375,237.98,237.98,237.98,113.92,140.19,309.22,321.7,162.86,322.16,4
41.045,0,1.4282,17.829,31.125,14.71,0,0,0,0,45,0,0,45.977,42,41,42,42,46,43,84.375,84.375,84.375,259.75,259.75,259.75,113.92,140.19,309.22,312.35,219.35,351.18,4
41.045,0,1.4282,23.95,23.496,9.1997,0,0,0,0,45,0,0,68,54,46,51,56,48,47,84.375,84.375,84.375,474.12,474.12,474.12,113.92,140.19,309.22,323.41,175.52,319.78,4
41.045,0,1.4282,27.586,22.611,15.715,0,0,0,0,45,0,0,75.606,136.91,348.69,226.99,245.66,44,50,84.375,84.375,84.375,1915.1,1915.1,1915.1,113.92,140.19,309.22,295.97,171.54,309.31,4
41.226,15.728,1.1528,21.29,26.001,11.305,41,28,42,34,36,30,23,84.503,42,53,48,56,46,41,95.015,95.015,95.015,309.53,309.53,309.53,113.07,138.82,309.23,314.66,182,310.89,4
41.27,15.879,1.4648,25.527,24.636,7.8369,38,40,34,48,40,41,32,94.597,47,44,34,55.113,49,42,150.1,150.1,150.1,478.9,478.9,478.9,114.54,138.93,317.36,328.11,173.14,292.21,4
41.452,15.11,1.6636,20.657,25.396,11.643,29,33,36,46,47,30,27,62,46,33,38,41,45,46,146.93,146.93,146.93,185.74,185.74,185.74,114.79,137.73,320.95,315.99,182.01,301.62,4
41.022,16.554,1.6465,25.015,24.249,10.237,9,56,25.14,10,38,39,32,24,59,71,52,46,41,28,75.762,75.762,75.762,312.55,312.55,312.55,113.98,139.41,333.91,317.42,173.64,292.17,4
41.045,0,1.8677,24.371,25.431,10.942,0,0,45,0,0,0,0,67,76,38,40,36,41,36,0,0,0,204.34,204.34,204.34,113.51,139.08,333.86,316.12,175.54,289.32,4
41.045,0,1.8677,16.18,32.296,15.55,0,0,45,0,0,0,0,56.755,78,66,63,64,47,42,0,0,0,275.8,275.8,275.8,113.51,139.08,333.86,306.49,217.89,313.75,4
41.045,0,1.8677,12.876,33.966,14.598,0,0,45,0,0,0,0,70,77,70,97,68,48,39,0,0,0,403.02,403.02,403.02,113.51,139.08,333.86,309.55,238.05,313.86,4
41.045,0,1.8677,18.835,29.983,13.92,0,0,45,0,0,0,0,79,51,36.758,48.342,32,38,52,0,0,0,341.11,341.11,341.11,113.51,139.08,333.86,313.05,212.67,297.76,4
41.045,0,1.8677,10.411,33.619,19.051,0,0,45,0,0,0,0,61.902,53,63,72,49,42,40,0,0,0,222.88,222.88,222.88,113.51,139.08,333.86,300.7,240.4,313.51,4
30.574,20.746,7.9567,42.006,12.988,6.3457,59,82.306,58.296,39.405,118.1,36,32,34,30,50,57,38,34,42,939.27,939.27,939.27,150.54,150.54,150.54,363.9,285.11,246.15,139.82,135.54,289.58,5
40.542,17.785,0.36963,20.145,25.939,7.5933,32,42,33,33,38,43,36,42,43,65,52,60,38,30,106.7,106.7,106.7,266.31,266.31,266.31,109.92,142.25,339.61,322.11,198.16,32.42,5
40.518,17.911,0.48877,19.498,21.982,4.1274,29,37,33,33,42,32,31,28.645,39.504,41,40,55,48,41,178.58,178.58,178.58,504.49,504.49,504.49,110.37,142.43,348.7,330.86,187.2,72.07,5
40.452,0,0,23.143,21.949,4.0361,0,0,0,0,0,0,0,62,61,61,49,53,44,40,36.562,36.562,36.562,348.38,348.38,348.38,107.97,143.67,357.46,338.29,204.18,165.76,5
40.452,0,0,21.229,22.361,4.2314,0,0,0,0,0,0,0,47,88,62,54,55,51,45,36.562,36.562,36.562,381.14,381.14,381.14,107.97,143.67,357.46,331.08,182.7,254.08,5
40.452,0,0,20.105,23.264,4.2568,0,0,0,0,0,0,0,62,66.776,42,36,44,51,45,36.562,36.562,36.562,924.63,924.63,924.63,107.97,143.67,357.46,332.24,190.03,261.98,5
40.61,17.525,0.61035,24.839,23.001,5.4736,33,35,41,35,47,40,25,37,43.995,55,52,31,53,38,141.55,141.55,141.55,404,404,404,110.73,141.94,304.45,326.96,173.8,272.95,5
40.746,17.261,0.64795,30.391,22.009,5.6304,28,39,35,46,34,29,38,47,80,45,51,48,42,44,141.94,141.94,141.94,336.19,336.19,336.19,110.96,141.43,312.03,325.55,162.56,340.75,5
40.009,19.182,3.5347,18.883,23.048,5.1724,47.061,36,32,38,42,47,47,53,113.19,62.294,26.23,51,49,44.685,1399.3,1399.3,1399.3,2089.7,2089.7,2089.7,120.17,145.7,324.19,326.37,188.53,276.84,5
40.497,17.562,1.0869,20.572,21.441,3.883,41,37,33,20.399,30,37,33,70,78,48,40,52,43,41,157.98,157.98,157.98,310.19,310.19,310.19,112.69,142.03,329.81,334.33,193.88,323.73,5
40.649,0,0.54932,22.568,23.002,7.4041,0,0,0,0,0,0,0,85.088,76.451,294.42,595.49,509.47,75,41,0,0,0,1151.1,1151.1,1151.1,110.8,141.33,331.87,332.65,240.26,222.42,5
40.296,18.47,3.2427,24.8,19.546,6.0585,29,40,42,44,36,38,42,34,42.492,24,28,34,49,52,157.5,157.5,157.5,606.85,606.85,606.85,120.85,143.55,269.94,349.06,222.8,270.12,5
40.412,18.155,3.3564,20.234,20.84,3.319,34,43,32,28,35,32,20,77,75,67,67,49,44,41,177.87,177.87,177.87,804.69,804.69,804.69,121.67,143.04,276.02,336.84,187.05,338.6,5
40.533,17.713,2.6748,19.863,21.403,4.1753,27,40,36,40,30,24,26,25.328,41,47,44,47,44,41,250,250,250,545.84,545.84,545.84,118.79,142.3,283.14,331.69,190.66,329.9,5
40.361,18.52,2.6069,20.594,21.482,4.1279,47,40,46,74,46,78,10,49,50,68,52,52,45,45,117.24,117.24,117.24,551.71,551.71,551.71,116.92,142.19,288.98,330.66,184.1,341.91,5
40.298,0,2.8125,24.266,19.928,3.9629,0,0,0,0,0,0,0,26.433,63,49,48,50,42,40,0,0,0,490.1,490.1,490.1,117.03,142.16,289.62,340.65,208.44,282.86,5
40.298,0,2.8125,33.8,20.921,3.6665,0,0,0,0,0,0,0,50,30.986,44,46,61,42,50,0,0,0,503.79,503.79,503.79,117.03,142.16,289.62,331.93,157.05,370.8,5
40.298,0,2.8125,25.218,20.724,3.0537,0,0,0,0,0,0,0,52,52,54,59,52,51,30,0,0,0,569.11,569.11,569.11,117.03,142.16,289.62,335.91,176.8,333.48,5
40.298,0,2.8125,30.101,21.558,4.52,0,0,0,0,0,0,0,39,39.407,49,33,37,55,47,0,0,0,493.28,493.28,493.28,117.03,142.16,289.62,328.39,163.78,366.3,5
40.298,0,2.8125,24.004,20.781,5.0224,0,0,0,0,0,0,0,50,51.698,31,40,36,43,31,0,0,0,655.33,655.33,655.33,117.03,142.16,289.62,339.03,208.71,293.45,5
40.298,0,2.8125,23.422,20.017,7.3917,0,0,0,0,0,0,0,58.36,69.677,184.64,251.21,336.18,54,41,0,0,0,731.43,731.43,731.43,117.03,142.16,289.62,324.53,246.97,397.64,5
